V1,V2
540985.125744573,7777249.5024022
541474.950731953,7777687.33699382
NA,NA
528842.622110046,7774931.55456417
529512.908934881,7775446.65408373
535571.270620898,7777610.07206589
535571.270620898,7777610.07206589
536164.216658253,7777507.05216198
537040.745583039,7776708.64790666
537762.592932862,7775910.24365134
NA,NA
541810.094144371,7777455.54221002
541732.753356891,7777378.27728209
541010.906007067,7776502.60809883
540237.498132256,7774725.51475635
539644.552094902,7774648.24982841
538097.73634528,7775214.85929993
537917.274507824,7775369.3891558
NA,NA
537917.274507824,7775369.3891558
537040.745583039,7776193.5483871
536241.557445735,7777069.21757035
535674.391670873,7777172.23747426
535674.391670873,7777172.23747426
529848.052347299,7774854.28963624
529435.5681474,7774570.98490048
NA,NA
529435.5681474,7774570.98490048
528636.380010096,7774004.37542896
527527.828722867,7773875.60054907
527038.003735487,7774081.6403569
526445.057698132,7775163.34934798
526445.057698132,7775163.34934798
527424.707672892,7774596.73987646
528146.555022716,7774416.45504461
528842.622110046,7774931.55456417
NA,NA
385143.438970217,7732847.92381606
385194.999495204,7732641.88400824
385246.560020192,7732461.59917639
385272.340282686,7732255.55936857
385298.120545179,7732049.51956074
385323.900807673,7731843.47975292
385375.46133266,7731663.19492107
385452.802120141,7731482.91008922
385530.142907622,7731302.62525738
385607.483695103,7731096.58544955
385633.263957597,7730916.3006177
385684.824482584,7730710.26080988
385787.945532559,7730529.97597804
385916.846845028,7730375.44612217
386045.748157496,7730246.67124228
386174.649469965,7730066.38641043
386303.550782433,7729911.85655456
386406.671832408,7729731.57172272
386458.232357395,7729551.28689087
386509.792882383,7729345.24708305
386561.35340737,7729164.9622512
386587.133669864,7728958.92244338
386612.913932357,7728752.88263555
386638.694194851,7728572.5978037
386638.694194851,7728366.55799588
386664.474457345,7728160.51818806
386664.474457345,7727954.47838023
386638.694194851,7727748.43857241
386612.913932357,7727568.15374056
386561.35340737,7727362.11393274
386509.792882383,7727156.07412491
386458.232357395,7726975.78929307
386406.671832408,7726769.74948524
386355.11130742,7726589.4646534
386277.770519939,7726383.42484557
386226.209994952,7726203.14001373
386148.869207471,7726022.85518188
386045.748157496,7725842.57035003
385968.407370015,7725662.28551819
385942.627107521,7725456.24571036
386019.967895002,7725275.96087852
386148.869207471,7725095.67604667
386329.331044927,7724992.65614276
386484.012619889,7725018.41111874
386638.694194851,7725147.18599863
386819.156032307,7725275.96087852
386999.617869763,7725353.22580645
387205.859969712,7725378.98078243
387205.859969712,7725378.98078243
387412.102069662,7725378.98078243
387618.344169611,7725327.47083047
387824.586269561,7725275.96087852
387979.267844523,7725147.18599863
388005.048107017,7724966.90116678
388030.82836951,7724760.86135896
388082.388894498,7724554.82155113
388185.509944472,7724374.53671929
388340.191519435,7724245.7618394
388494.873094397,7724142.74193548
388701.115194346,7724065.47700755
388907.357294296,7724013.9670556
389087.819131752,7724065.47700755
389268.280969207,7724168.49691146
389422.962544170,7724297.27179135
389500.303331651,7724477.5566232
389500.303331651,7724683.59643102
389500.303331651,7724889.63623885
389422.962544170,7725095.67604667
389345.621756689,7725275.96087852
389294.061231701,7725456.24571036
389345.621756689,7725662.28551819
389397.182281676,7725868.32532601
389371.402019182,7726048.61015786
389190.940181726,7726177.38503775
389010.478344271,7726306.15991764
388907.357294296,7726460.6897735
388933.137556789,7726666.72958133
389036.258606764,7726847.01441318
389216.72044422,7726924.27934111
389216.72044422,7726924.27934111
389422.962544170,7726898.52436513
389629.204644119,7726847.01441318
389809.666481575,7726769.74948524
389990.128319031,7726666.72958133
390144.809893993,7726537.95470144
390247.930943968,7726383.42484557
390351.051993942,7726177.38503775
390454.173043917,7726022.85518188
390634.634881373,7725945.59025395
390840.876981322,7725894.08030199
391047.119081272,7725842.57035003
391227.580918728,7725765.3054221
391408.042756184,7725662.28551819
391536.944068652,7725533.5106383
391665.845381121,7725353.22580645
391743.186168602,7725172.94097461
391820.526956083,7724992.65614276
391820.526956083,7724760.86135896
391846.307218576,7724580.57652711
391923.648006057,7724400.29169526
392078.32958102,7724271.51681537
392258.791418475,7724168.49691146
392465.033518425,7724091.23198353
392671.275618375,7724065.47700755
392851.737455830,7724013.9670556
393032.199293286,7723885.1921757
393212.661130742,7723704.90734386
393341.562443211,7723601.88743994
393418.903230692,7723653.3973919
393418.903230692,7723859.43719972
393393.122968198,7724116.9869595
393393.122968198,7724323.02676733
393367.342705704,7724529.06657515
393367.342705704,7724735.10638298
393341.562443211,7724915.39121483
393315.782180717,7725121.43102265
393290.001918223,7725327.47083047
393238.441393236,7725507.75566232
393161.100605755,7725713.79547014
393109.540080767,7725894.08030199
393135.320343261,7726100.12010981
393238.441393236,7726280.40494166
393315.782180717,7726460.6897735
393367.342705704,7726666.72958133
393418.903230692,7726847.01441318
393547.80454316,7727001.54426905
393728.266380616,7727104.56417296
393908.728218072,7727207.58407687
394037.62953054,7727336.35895676
394166.530843009,7727490.88881263
394295.432155477,7727645.4186685
394424.333467945,7727799.94852437
394553.234780414,7727980.23335621
394656.355830389,7728134.76321208
394733.69661787,7728340.8030199
394785.257142857,7728572.5978037
394759.476880363,7728727.12765957
394604.795305401,7728778.63761153
394604.795305401,7728778.63761153
394372.772942958,7728727.12765957
394166.530843009,7728675.61770762
393986.069005553,7728572.5978037
393805.607168097,7728469.5778998
393625.145330641,7728392.31297186
393418.903230692,7728418.06794784
393264.221655729,7728546.84282773
393264.221655729,7728727.12765957
393315.782180717,7728933.1674674
393393.122968198,7729139.20727522
393444.683493185,7729319.49210707
393522.024280666,7729499.77693892
393573.584805654,7729705.81674674
393650.925593135,7729886.10157859
393702.486118122,7730092.14138641
393779.826905603,7730272.42621826
393857.167693084,7730452.7110501
393960.288743059,7730632.99588195
394089.190055527,7730787.52573782
394218.091367996,7730916.3006177
394398.553205452,7731045.0754976
394553.234780414,7731173.85037749
394630.575567895,7731354.13520933
394656.355830389,7731560.17501716
394682.136092882,7731766.21482498
394707.916355376,7731972.2546328
394733.69661787,7732152.53946465
394733.69661787,7732358.57927248
394682.136092882,7732590.37405628
394604.795305401,7732822.16884008
394527.45451792,7732950.94371997
394527.45451792,7732950.94371997
394450.113730439,7732873.67879204
394321.212417971,7732641.88400824
394192.311105502,7732461.59917639
394037.62953054,7732358.57927248
393831.387430591,7732307.06932052
393625.145330641,7732255.55936857
393444.683493185,7732152.53946465
393264.221655729,7732049.51956074
393161.100605755,7731894.98970487
393135.320343261,7731714.70487303
393161.100605755,7731508.6650652
393186.880868248,7731302.62525738
393212.661130742,7731096.58544955
393212.661130742,7730890.54564173
393212.661130742,7730684.5058339
393238.441393236,7730478.46602608
393238.441393236,7730272.42621826
393238.441393236,7730092.14138641
393186.880868248,7729886.10157859
393109.540080767,7729680.06177076
393006.419030793,7729525.5319149
392825.957193337,7729422.51201098
392619.715093387,7729345.24708305
392439.253255931,7729319.49210707
392284.571680969,7729448.26698696
392233.011155982,7729680.06177076
392207.230893488,7729860.3466026
392233.011155982,7730066.38641043
392258.791418475,7730272.42621826
392207.230893488,7730478.46602608
392155.670368501,7730658.75085793
392104.109843513,7730864.79066575
392129.890106007,7731070.83047358
392155.670368501,7731276.8702814
392181.450630994,7731457.15511325
392078.32958102,7731637.43994509
391949.428268551,7731791.96980096
391820.526956083,7731946.49965683
391717.405906108,7732126.78448868
391640.065118627,7732307.06932052
391588.504593640,7732513.10912835
391614.284856133,7732693.39396019
391691.625643614,7732899.43376802
391794.746693589,7733079.71859986
391923.648006057,7733208.49347975
392078.32958102,7733337.26835964
392258.791418475,7733466.04323953
392413.472993438,7733594.81811942
392568.1545684,7733723.59299931
392722.836143362,7733852.3678792
392877.517718324,7733981.14275909
393032.199293286,7734084.162663
393186.880868248,7734238.69251887
393290.001918223,7734393.22237474
393418.903230692,7734573.50720659
393573.584805654,7734702.28208648
393754.046643109,7734779.54701441
393934.508480565,7734908.3218943
394011.849268046,7735062.85175017
394011.849268046,7735268.891558
393986.069005553,7735474.93136582
393960.288743059,7735706.72614962
393908.728218072,7735938.52093343
393831.387430591,7736041.54083734
393831.387430591,7736041.54083734
393650.925593135,7736015.78586136
393470.463755679,7735887.01098147
393264.221655729,7735783.99107756
393057.97955578,7735732.4811256
392877.517718324,7735680.97117364
392697.055880868,7735577.95126973
392542.374305906,7735449.17638984
392413.472993438,7735294.64653397
392310.351943463,7735114.36170213
392207.230893488,7734934.07687028
392155.670368501,7734753.79203844
392052.549318526,7734573.50720659
392000.988793538,7734367.46739876
391897.867743564,7734187.18256692
391794.746693589,7734032.65271105
391614.284856133,7733929.63280714
391433.823018677,7733852.3678792
391227.580918728,7733800.85792725
391021.338818778,7733723.59299931
390840.876981322,7733697.83802334
390660.415143867,7733775.10295127
390505.733568905,7733903.87783116
390351.051993942,7734058.40768703
390144.809893993,7734109.91763898
389964.348056537,7734187.18256692
389783.886219081,7734264.44749485
389629.204644119,7734418.97735072
389551.863856638,7734599.26218257
389551.863856638,7734779.54701441
389680.765169106,7734934.07687028
389835.446744069,7735088.60672615
389912.78753155,7735268.891558
389912.78753155,7735474.93136582
389887.007269056,7735680.97117364
389835.446744069,7735887.01098147
389783.886219081,7736118.80576527
389680.765169106,7736299.09059712
389551.863856638,7736324.8455731
389551.863856638,7736324.8455731
389371.402019182,7736196.0706932
389190.940181726,7736041.54083734
389036.258606764,7736067.29581331
388855.796769308,7736196.0706932
388701.115194346,7736350.60054907
388546.433619384,7736479.37542896
388365.971781928,7736582.39533288
388365.971781928,7736582.39533288
388185.509944472,7736530.88538092
388005.048107017,7736402.11050103
387876.146794548,7736247.58064516
387824.586269561,7736067.29581331
387850.366532054,7735835.50102951
387798.806007067,7735655.21619767
387618.344169611,7735603.70624571
387412.102069662,7735655.21619767
387257.420494700,7735783.99107756
387102.738919737,7735912.76595745
386896.496819788,7735990.03088538
386664.474457345,7736041.54083734
386664.474457345,7736041.54083734
386509.792882383,7736015.78586136
386484.012619889,7735887.01098147
386561.35340737,7735655.21619767
386638.694194851,7735449.17638984
386638.694194851,7735243.13658202
386638.694194851,7735037.0967742
386612.913932357,7734831.05696637
386587.133669864,7734625.01715854
386587.133669864,7734444.7323267
386561.35340737,7734238.69251887
386535.573144876,7734032.65271105
386484.012619889,7733826.61290323
386432.452094902,7733646.32807138
386355.11130742,7733466.04323953
386251.990257446,7733285.75840769
386148.869207471,7733079.71859986
386019.967895002,7732925.18874399
385891.066582534,7732847.92381606
385684.824482584,7732925.18874399
385504.362645129,7733028.2086479
385323.900807673,7733028.2086479
385323.900807673,7733028.2086479
385143.438970217,7732847.92381606
NA,NA
555138.489853609,7690558.25326012
555396.292478546,7690661.27316404
555808.776678445,7691202.12765957
556479.063503281,7691665.71722718
557175.13059061,7691846.00205903
558593.045027764,7693494.32052162
558464.143715295,7694344.2347289
558644.605552751,7694395.74468085
558644.605552751,7694395.74468085
559082.870015144,7693854.89018531
559804.717364967,7694395.74468085
560578.125239778,7694627.53946465
561764.017314488,7695760.75840769
561764.017314488,7695760.75840769
562202.28177688,7695374.43376802
559108.650277638,7692052.04186685
558206.341090358,7691459.67741935
556298.601665825,7689785.60398078
556195.480615851,7688806.91489362
555886.117465926,7688678.14001373
555860.337203433,7688085.77556623
555679.875365977,7687699.45092656
NA,NA
556221.260878344,7686488.9670556
556530.624028269,7686540.47700755
557716.516102978,7687441.90116678
558721.946340232,7688188.79547014
559160.210802625,7688317.57035003
559160.210802625,7688317.57035003
559185.991065119,7687957.00068634
558180.560827865,7686978.31159918
557536.054265522,7685613.29787234
557587.61479051,7685098.19835278
557510.274003029,7685020.93342485
NA,NA
555679.875365977,7687699.45092656
555293.171428571,7686952.5566232
554983.808278647,7686772.27179135
554416.642503786,7686746.51681537
553591.674103988,7685664.8078243
553436.992529026,7685278.48318463
553076.068854114,7684351.30404942
553230.750429076,7683964.97940975
552457.342554265,7683424.12491421
551503.472841999,7681750.05147563
551580.81362948,7681518.25669183
552818.266229177,7681569.76664379
553952.5977789,7682986.29032258
554133.059616355,7683424.12491421
553875.256991418,7684248.2841455
554055.718828874,7684686.11873713
555241.610903584,7685690.56280027
555705.65562847,7686360.1921757
556221.260878344,7686488.9670556
NA,NA
743128.163957597,7671576.83596431
741839.150832913,7672066.18050789
NA,NA
741839.150832913,7672066.18050789
741993.832407875,7671113.2463967
741375.106108026,7669001.3383665
741400.88637052,7667765.09951956
741632.908732963,7666940.94028826
NA,NA
743514.867895002,7663953.36307481
743463.307370015,7664829.03225806
743360.18632004,7665112.33699382
743025.042907622,7666116.78105697
743282.84553256,7669001.3383665
742896.141595154,7671010.2264928
743128.163957597,7671576.83596431
NA,NA
743514.867895002,7663953.36307481
743514.867895002,7663876.09814688
NA,NA
741632.908732963,7666940.94028826
742122.733720343,7665163.84694578
742225.854770318,7664004.87302677
742019.612670369,7662485.32944406
741787.590307925,7660862.76595745
741710.249520444,7659240.20247083
742715.679757698,7656948.00960878
NA,NA
744314.056032307,7655840.54564173
744082.033669864,7657282.8242965
743721.109994952,7658313.02333562
743179.724482585,7659137.18256692
742896.141595154,7660167.38160604
742921.921857648,7661120.31571723
743514.867895002,7663695.81331503
743514.867895002,7663876.09814688
NA,NA
515849.369813226,7657231.31434454
515720.468500757,7656510.17501716
515900.930338213,7655531.48593
515720.468500757,7654990.63143445
NA,NA
516468.096113074,7653213.53809197
517189.943462897,7653986.18737131
517189.943462897,7653986.18737131
517447.746087834,7653831.65751544
518195.373700151,7654939.1214825
518195.373700151,7654939.1214825
518891.440787481,7653599.86273164
519175.023674912,7653934.67741936
518788.319737506,7654758.83665065
518891.440787481,7655222.42621826
518478.956587582,7655737.52573782
518427.396062595,7655789.03568977
518246.934225139,7656716.21482498
517911.790812721,7657231.31434454
518066.472387683,7657514.6190803
518066.472387683,7657514.6190803
519175.023674912,7656844.98970487
519587.507874811,7656793.47975292
519948.431549722,7657128.29444063
520180.453912165,7657952.45367193
520077.332862191,7658287.26835964
519613.288137304,7658622.08304736
520077.332862191,7659162.9375429
520283.57496214,7660038.60672615
520464.036799596,7660167.38160604
520464.036799596,7660167.38160604
520747.619687027,7658853.87783116
521495.247299344,7657772.16884008
521727.269661787,7658132.73850377
521649.928874306,7658416.04323953
521134.323624432,7658956.89773507
521521.027561837,7659162.9375429
521521.027561837,7659162.9375429
522629.578849066,7658956.89773507
522810.040686522,7659265.9574468
522681.139374053,7659471.99725463
522578.018324079,7659600.77213452
521521.027561837,7660347.66643789
520747.619687027,7661558.15030885
520747.619687027,7661558.15030885
520541.377587077,7660991.54083734
520335.135487128,7660811.25600549
519793.74997476,7660965.78586136
518762.539475013,7661918.71997255
518814.1,7662356.55456417
518943.001312468,7662536.83939602
518943.001312468,7662536.83939602
519226.584199899,7662459.57446808
520025.772337203,7661274.8455731
520567.157849571,7662356.55456417
520464.036799596,7662794.3891558
519793.74997476,7663360.99862732
519974.211812216,7663644.30336307
519974.211812216,7663644.30336307
521289.005199394,7663206.46877145
521830.390711762,7662614.10432395
522500.677536598,7663180.71379547
523145.18409894,7663335.24365134
524150.614336194,7664262.42278655
524150.614336194,7664262.42278655
524202.174861181,7663901.85312286
523892.811711257,7663592.79341112
524099.053811206,7663154.95881949
524485.757748612,7663077.69389156
524717.780111055,7662511.08442004
525568.528773347,7662845.89910776
525027.143260979,7663850.3431709
525181.824835941,7663979.11805079
525181.824835941,7663979.11805079
525465.407723372,7663901.85312286
526238.815598183,7664571.48249828
526238.815598183,7664571.48249828
526986.4432105,7664545.7275223
527166.905047955,7664854.78723404
526960.662948006,7665344.13177763
526960.662948006,7666091.02608099
527166.905047955,7666554.6156486
528378.577385159,7667327.26492793
528378.577385159,7667327.26492793
528249.676072691,7666400.08579272
528507.478697627,7665936.49622512
528894.182635033,7665936.49622512
529384.007622413,7665447.15168154
529770.711559818,7665498.6616335
529976.953659768,7665678.94646534
530312.097072186,7666657.63555251
531008.164159515,7667739.34454358
531111.28520949,7668511.99382292
531523.769409389,7669336.15305422
531497.989146895,7670031.53740563
532039.374659263,7670804.18668497
532761.222009086,7670855.69663692
533405.728571429,7671654.10089224
533483.069358910,7672220.71036376
534565.840383645,7672916.09471517
535700.171933367,7674126.57858614
535700.171933367,7674126.57858614
535906.414033317,7673946.29375429
536035.315345785,7673482.70418669
536447.799545684,7673225.1544269
536293.117970722,7672864.58476321
536447.799545684,7672297.9752917
536164.216658253,7671988.91557996
535468.149570924,7671860.14070007
535210.346945987,7671473.8160604
535493.929833417,7670932.96156486
535932.19429581,7670881.4516129
536267.337708228,7671242.0212766
536267.337708228,7671242.0212766
536576.700858152,7671164.75634866
537685.252145381,7669877.00754976
537865.713982837,7669670.96774194
538561.781070167,7670804.18668497
538664.902120141,7671525.32601235
538974.265270066,7671679.85586822
538974.265270066,7671679.85586822
539386.749469965,7671473.8160604
539438.309994952,7670701.16678106
539670.332357395,7670263.33218943
539154.727107521,7669387.66300618
539154.727107521,7669052.84831846
539567.21130742,7668434.72889499
540289.058657244,7668898.3184626
540289.058657244,7668898.3184626
540649.982332155,7668821.05353466
541062.466532055,7668460.48387097
541990.555981827,7668486.23884695
542145.237556789,7669490.68291009
542738.183594144,7670726.92175703
542557.721756689,7671705.6108442
542660.842806663,7672117.69045985
542995.986219081,7672246.46533974
542995.986219081,7672246.46533974
543434.250681474,7672143.44543583
543537.371731449,7671911.65065202
543408.47041898,7670984.47151682
543537.371731449,7670469.37199725
545161.528268551,7671345.04118051
545058.407218576,7671679.85586822
545883.375618374,7672091.93548387
545702.913780919,7672452.50514756
545831.815093387,7672658.54495539
546708.344018173,7673147.88949897
546991.926905603,7673482.70418669
546940.366380616,7674152.33356211
546527.882180717,7674718.94303363
547481.751892983,7676238.48661633
547481.751892983,7676238.48661633
547765.334780414,7674976.49279341
548100.478192832,7674744.69800961
549518.392629985,7674538.65820178
549698.85446744,7675594.61221688
549853.536042403,7676341.50652025
549621.51367996,7677011.13589568
549621.51367996,7677011.13589568
548255.159767794,7676521.7913521
547997.357142857,7676779.34111187
549492.612367491,7678015.57995882
549776.195254922,7678453.41455045
549698.85446744,7678942.75909403
549905.09656739,7679998.71310913
549776.195254922,7680900.13726836
549569.953154972,7681183.44200412
549569.953154972,7681183.44200412
549389.491317516,7681131.93205216
549080.128167592,7680153.242965
548074.697930338,7679045.77899794
547791.115042908,7678144.35483871
547584.872942958,7678067.08991078
547455.97163049,7678582.18943034
546398.980868248,7678762.47426218
546398.980868248,7678762.47426218
545393.550630994,7678376.14962251
545109.967743564,7677989.82498284
545264.649318526,7677500.48043926
545135.748006058,7677139.91077557
544620.142756184,7677397.46053535
544620.142756184,7677397.46053535
544697.483543665,7676547.54632807
544130.317768804,7675182.53260124
543253.788844018,7675079.51269732
542841.304644119,7674512.9032258
542428.82044422,7673199.39945093
541938.99545684,7673070.62457104
540856.224432105,7673276.66437886
541603.852044422,7675002.24776939
542222.578344271,7675646.12216884
542299.919131752,7675980.93685655
541964.775719334,7676496.03637611
541578.071781928,7676624.811256
540907.784957092,7676702.07618394
540856.224432105,7676882.36101579
540727.323119636,7677345.95058339
540185.937607269,7677551.99039121
539953.915244826,7677989.82498284
539902.354719838,7678453.41455045
540830.444169611,7679560.8785175
540933.565219586,7680153.242965
540649.982332155,7680925.89224434
539360.969207471,7681853.07137955
539799.233669864,7682445.43582704
539850.794194851,7683372.61496225
539309.408682484,7683887.71448181
539077.38632004,7684454.32395333
539747.673144876,7685948.11256005
540185.937607269,7686514.72203157
541758.533619384,7687132.84145504
542171.017819283,7687493.41111874
542712.40333165,7687905.49073439
544413.900656234,7690764.29306795
544413.900656234,7690764.29306795
544826.384856133,7690687.02814001
544903.725643614,7690455.23335621
544826.384856133,7690068.90871654
543537.371731449,7688214.55044612
543537.371731449,7687647.9409746
542944.425694094,7687081.33150309
543021.766481575,7686720.7618394
542222.578344271,7686308.68222375
542377.259919233,7685484.52299245
541887.434931853,7683527.14481812
542248.358606764,7683398.36993823
542686.623069157,7683733.18462594
542867.084906613,7683990.73438572
543124.88753155,7685407.25806452
543331.129631499,7685484.52299245
543331.129631499,7685484.52299245
543537.371731449,7683346.85998627
543124.88753155,7682934.78037062
543047.546744069,7682471.19080302
543331.129631499,7681209.1969801
542995.986219081,7680719.85243651
542763.963856638,7681569.76664379
542428.82044422,7682136.3761153
542428.82044422,7682136.3761153
542145.237556789,7681956.09128346
541938.99545684,7681363.72683596
542119.457294296,7679560.8785175
541165.587582029,7677603.50034317
541242.92836951,7677165.66575154
541603.852044422,7676882.36101579
542738.183594144,7677165.66575154
543150.667794043,7677577.74536719
542789.744119132,7678247.37474262
543563.151993942,7678607.94440631
543769.394093892,7679509.36856555
544156.098031297,7679998.71310913
544542.801968703,7680024.4680851
544542.801968703,7680024.4680851
545341.990106007,7678865.4941661
545883.375618374,7678942.75909403
546888.805855628,7679766.91832533
546631.003230692,7680075.97803706
546373.200605755,7681724.29649966
546476.321655729,7682496.945779
546759.90454316,7682934.78037062
546759.90454316,7682934.78037062
546966.14664311,7682574.21070693
546914.586118122,7681647.03157172
547043.487430591,7680874.38229238
547352.850580515,7680616.8325326
547687.993992933,7681157.68702814
547533.312417971,7681750.05147563
547713.774255427,7682136.3761153
548229.3795053,7682445.43582704
548229.3795053,7682445.43582704
549080.128167592,7682084.86616335
549441.051842504,7682342.41592313
550369.141292277,7682368.1708991
550807.405754669,7683037.80027454
550394.92155477,7684402.81400137
550498.042604745,7684789.13864104
551400.351792024,7685329.99313658
551400.351792024,7685329.99313658
551838.616254417,7684969.42347289
552354.221504291,7685819.33768016
553050.28859162,7686952.5566232
553952.5977789,7687879.7357584
553385.432004038,7688369.08030199
553385.432004038,7688369.08030199
553127.629379101,7688188.79547014
552663.584654215,7687235.86135896
552431.562291772,7687029.82155113
551993.297829379,7687132.84145504
551555.033366986,7688188.79547014
551761.275466936,7688652.38503775
551761.275466936,7688652.38503775
552483.122816759,7688626.63006177
552844.046491671,7688858.42484557
553153.409641595,7689759.8490048
552895.607016658,7690352.2134523
552405.782029278,7690480.98833219
552405.782029278,7690480.98833219
551683.934679455,7689476.54426905
551503.472841999,7689579.56417296
551606.593891974,7690146.17364447
551477.692579505,7690558.25326012
550858.966279657,7690970.33287577
550601.16365472,7691382.41249142
550884.74654215,7691691.47220316
550884.74654215,7691691.47220316
551477.692579505,7691279.39258751
553385.432004038,7691279.39258751
553978.378041393,7691073.35277968
554081.499091368,7690712.78311599
553875.256991418,7690068.90871654
553540.113579,7689064.4646534
554184.620141343,7688961.44474949
554493.983291267,7689476.54426905
554597.104341242,7690326.45847632
555138.489853609,7690558.25326012
NA,NA
515849.369813226,7657231.31434454
515926.710600707,7658158.49347975
516390.755325593,7659523.50720659
515668.90797577,7660965.78586136
515746.248763251,7661017.29581331
515746.248763251,7661017.29581331
516107.172438163,7660940.03088538
516519.656638062,7660064.36170213
517293.064512872,7660141.62663006
517293.064512872,7660141.62663006
517447.746087834,7659446.24227866
516957.921100454,7659343.22237474
516493.876375568,7658055.47357584
516184.513225644,7657617.63898421
516132.952700656,7657205.55936857
516519.656638062,7655660.26080988
517473.526350328,7655196.67124228
517241.503987885,7654913.36650652
516519.656638062,7655376.95607413
516519.656638062,7655376.95607413
516055.611913175,7654836.10157859
516132.952700656,7654114.9622512
516004.051388188,7653625.61770762
516468.096113074,7653213.53809197
NA,NA
557510.274003029,7685020.93342485
554803.346441191,7682316.66094715
554700.225391217,7681827.31640357
555318.951691065,7679277.57378174
555654.095103483,7679148.79890185
556247.041140838,7679329.0837337
556247.041140838,7679329.0837337
556736.866128218,7679097.2889499
556788.426653205,7679071.53397392
556685.30560323,7677861.05010295
557020.449015649,7677526.23541524
557536.054265522,7677809.540151
558335.242402827,7678582.18943034
558670.385815245,7679277.57378174
558593.045027764,7679612.38846946
558593.045027764,7679612.38846946
557381.37269056,7679586.63349348
557149.350328117,7680024.4680851
558953.968702675,7680513.81262869
558953.968702675,7680513.81262869
560036.73972741,7680513.81262869
560268.762089854,7680410.79272478
560346.102877335,7679869.93822924
560629.685764765,7679689.6533974
561428.87390207,7679895.69320522
561712.4567895,7680256.26286891
561609.335739526,7680642.58750858
561738.237051994,7680925.89224434
563053.030439172,7681544.01166781
563336.613326603,7681621.27659574
564934.989601212,7682033.3562114
564934.989601212,7682033.3562114
565089.671176174,7681672.7865477
564883.429076224,7681209.1969801
562898.34886421,7679586.63349348
562640.546239273,7678891.24914207
562485.864664311,7677655.01029513
562099.160726906,7676882.36101579
559701.596314992,7674718.94303363
558799.287127713,7674229.59849005
557690.735840485,7674049.3136582
556169.700353357,7673482.70418669
555808.776678445,7673044.86959506
554829.126703685,7671782.87577213
554958.028016153,7670958.71654084
555447.853003534,7670366.35209334
555525.193791015,7669954.2724777
555293.171428571,7669233.13315031
555422.07274104,7668511.99382292
554726.00565371,7667893.87439945
554906.467491166,7667095.47014413
554519.763553761,7666503.10569664
554700.225391217,7665550.17158545
554390.862241292,7664700.25737817
554700.225391217,7663979.11805079
554932.24775366,7663850.3431709
555112.709591116,7663979.11805079
555499.413528521,7664674.5024022
555499.413528521,7664674.5024022
555937.677990914,7664622.99245024
556427.502978294,7664185.15785861
556607.96481575,7664571.48249828
556479.063503281,7665421.39670556
556556.404290762,7665524.41660947
556607.96481575,7665653.19148936
557149.350328117,7665807.72134523
557278.251640585,7666297.06588881
557690.735840485,7666683.39052848
557871.19767794,7667224.24502402
558232.121352852,7667404.52985587
558928.188440182,7668177.17913521
558928.188440182,7668177.17913521
559160.210802625,7668151.42415923
559082.870015144,7667198.49004804
558618.825290257,7666760.65545642
558670.385815245,7666271.31091283
558438.363452801,7665884.98627316
558257.901615346,7664726.01235415
557896.977940434,7664262.42278655
557381.37269056,7664236.66781057
557072.009540636,7664004.87302677
557020.449015649,7663464.01853123
556762.646390712,7663103.44886754
556324.381928319,7663335.24365134
556324.381928319,7663335.24365134
556195.480615851,7663026.1839396
