V1,V2
422963.084048460,7867314.6533974
422834.182735992,7866799.55387783
422576.380111055,7866361.7192862
422911.523523473,7865820.86479067
422911.523523473,7865099.72546328
423865.393235739,7864867.93067948
424355.21822312,7865280.01029513
424355.21822312,7865795.10981469
424819.262948006,7866335.96431023
425077.065572943,7866979.83870968
425077.065572943,7866979.83870968
425231.747147905,7866773.79890185
425695.791872792,7866593.51407
425798.912922766,7866258.6993823
425721.572135285,7866104.16952642
425798.912922766,7866104.16952642
NA,NA
576819.690610802,7863992.26149623
577025.932710752,7864842.1757035
576613.448510853,7865202.7453672
576407.206410904,7865692.08991078
575736.919586068,7865795.10981469
NA,NA
453641.596415951,7865563.31503088
453177.551691065,7864327.07618394
452533.045128723,7863889.24159231
452429.924078748,7864301.32120796
452816.628016153,7865331.52024708
452739.287228672,7865692.08991078
452404.143816254,7866001.14962251
452275.242503786,7866438.98421414
451037.789904089,7867082.85861359
451450.274103988,7867314.6533974
452197.901716305,7867340.40837337
452094.78066633,7868473.6273164
451708.076728925,7868988.72683596
450857.328066633,7869297.7865477
450857.328066633,7869297.7865477
449362.072841999,7868937.216884
448794.907067138,7869117.50171585
448794.907067138,7869117.50171585
448459.76365472,7869014.48181194
447376.992629985,7868138.81262869
446990.288692579,7867803.99794097
446320.001867744,7866464.73919012
445159.890055527,7865099.72546328
444128.67955578,7863477.16197666
NA,NA
434461.081120646,7859639.67055594
434589.982433115,7859948.73026767
434409.520595659,7861339.49897049
434564.202170621,7862962.0624571
434357.960070671,7863837.73164036
434332.179808178,7865434.540151
433739.233770823,7866129.9245024
433455.650883392,7867778.242965
432733.803533569,7868937.216884
432553.341696113,7869014.48181194
432553.341696113,7869014.48181194
432140.857496214,7868525.13726836
431702.593033821,7868679.66712423
431547.911458859,7868962.97185999
431676.812771328,7869400.80645161
430929.18515901,7870379.49553878
430568.261484099,7871280.91969801
430258.898334175,7872002.0590254
430258.898334175,7872002.0590254
429897.974659263,7871589.97940975
429717.512821807,7870843.08510638
429485.490459364,7870868.84008236
429305.028621908,7871229.40974605
429305.028621908,7871229.40974605
427629.311559818,7869632.60123541
427500.41024735,7868834.1969801
426520.760272590,7867417.6733013
426391.858960121,7866902.57378174
426701.222110045,7865022.46053535
426366.078697627,7864970.95058339
426030.935285210,7865460.29512697
426030.935285210,7865460.29512697
425824.69318526,7865434.540151
NA,NA
437889.856032307,7858609.47151682
437889.856032307,7859768.44543583
437657.833669864,7860541.09471517
438147.658657244,7860772.88949897
438921.066532055,7862833.28757721
438895.286269561,7863271.12216884
437786.734982332,7863863.48661633
437606.273144876,7864224.05628003
437760.954719838,7864507.36101579
438224.999444725,7864533.11599176
438224.999444725,7864533.11599176
438843.725744573,7864146.7913521
439049.967844523,7864198.30130405
438921.066532055,7865563.31503088
439024.187582029,7865872.37474262
439462.452044422,7866155.67947838
439668.694144371,7866619.26904599
440364.761231701,7866979.83870968
440442.102019182,7867366.16334935
439978.057294296,7868885.70693205
439204.649419485,7869761.3761153
439153.088894498,7871126.38984214
438302.340232206,7872439.89361702
437400.031044927,7873083.76801647
437245.349469965,7873547.35758408
436987.546845028,7876328.8949897
437451.591569914,7877153.054221
438147.658657244,7877436.35895676
438147.658657244,7877436.35895676
438817.94548208,7877410.60398078
439385.111256941,7876792.48455731
439514.012569409,7876380.40494166
439178.869156991,7875762.28551819
439488.232306916,7875633.5106383
439978.057294296,7876174.36513384
439978.057294296,7876174.36513384
440210.079656739,7876097.1002059
441808.455931348,7875530.49073439
442220.940131247,7875169.9210707
442684.984856133,7873830.66231984
443845.096668349,7872980.74811256
444386.482180717,7872285.36376115
444927.867693084,7871049.1249142
445881.737405351,7870379.49553878
446216.880817769,7869709.86616335
445469.253205452,7868550.89224434
444025.558505805,7866979.83870968
443020.128268551,7866129.9245024
441447.532256436,7864816.42072752
441035.048056537,7864224.05628003
440313.200706714,7863605.93685655
440390.541494195,7863374.14207275
440803.025694094,7863425.6520247
441267.07041898,7863708.95676047
441267.07041898,7863708.95676047
441963.13750631,7863580.18188058
441524.873043917,7862575.73781743
441627.994093892,7862189.41317776
441860.016456335,7862086.39327385
442298.280918728,7862472.71791352
442968.567743564,7863811.97666438
443664.634830893,7864430.09608785
444025.558505805,7865795.10981469
444334.921655729,7865872.37474262
444334.921655729,7865872.37474262
444515.383493185,7865537.5600549
443896.657193337,7864198.30130405
443767.755880868,7863940.75154427
444128.67955578,7863477.16197666
NA,NA
456064.941090358,7858094.37199725
456451.645027764,7858120.12697323
456606.326602726,7858300.41180508
456271.183190308,7858557.96156486
455858.698990409,7858635.2264928
455368.874003029,7859098.8160604
455368.874003029,7859098.8160604
455162.631903079,7859021.55113246
455214.192428067,7858274.6568291
455626.676627966,7858403.43170899
455626.676627966,7858403.43170899
456064.941090358,7858094.37199725
NA,NA
405948.110802625,7860283.54495539
406231.693690056,7860309.29993137
406231.693690056,7860309.29993137
406901.980514891,7860051.75017159
406979.321302372,7859948.73026767
407262.904189803,7860051.75017159
407262.904189803,7860051.75017159
407366.025239778,7859613.91557996
407520.70681474,7859459.3857241
407804.28970217,7859485.14070007
407958.971277133,7859691.1805079
407958.971277133,7859691.1805079
408268.334427057,7859639.67055594
408268.334427057,7859279.10089224
408319.894952044,7858712.49142073
408345.675214538,7858171.63692519
408423.016002019,7857862.57721345
408706.59888945,7857862.57721345
408887.060726906,7857888.33218943
409454.226501767,7857888.33218943
409815.150176678,7858094.37199725
410433.876476527,7858197.39190117
410433.876476527,7858197.39190117
410562.777788995,7857914.0871654
410408.096214033,7857579.2724777
410794.800151439,7857115.68291009
411336.185663806,7857167.19286205
411465.086976274,7857605.02745367
411697.109338718,7857785.31228552
412006.472488642,7857965.59711736
411800.230388692,7858738.2463967
411645.548813730,7859562.405628
411593.988288743,7860309.29993137
410872.14093892,7860541.09471517
410665.89883897,7860927.41935484
410330.755426552,7861597.04873027
410304.975164059,7861880.35346603
410485.437001514,7862189.41317776
410743.239626451,7862575.73781743
410562.777788995,7863219.61221688
410279.194901565,7863811.97666438
410433.876476527,7864378.5861359
410253.414639071,7865099.72546328
410382.315951539,7865614.82498284
410949.481726401,7865872.37474262
410949.481726401,7865872.37474262
411284.625138819,7865692.08991078
411903.351438667,7866413.22923816
411800.230388692,7866567.75909403
411800.230388692,7866567.75909403
412522.077738516,7866542.00411805
412883.001413428,7866670.77899794
412883.001413428,7866670.77899794
413218.144825845,7866232.94440631
413501.727713276,7865846.61976664
413939.992175669,7865511.80507893
414275.135588087,7865640.57995882
414275.135588087,7865640.57995882
414584.498738011,7865537.5600549
414790.740837961,7865820.86479067
414868.081625442,7866645.02402196
414404.036900555,7867082.85861359
414404.036900555,7867082.85861359
413914.211913175,7866876.81880577
413553.288238263,7867263.14344544
413372.826400808,7867932.77282086
413063.463250883,7868164.56760467
412496.297476022,7868396.36238847
411542.427763756,7868550.89224434
410975.261988894,7869091.74673988
410330.755426552,7869478.07137955
410176.07385159,7869684.11118737
409892.490964159,7870405.25051476
410201.854114084,7870791.57515443
410691.679101464,7870791.57515443
411078.383038869,7870868.84008236
411516.647501262,7871049.1249142
411516.647501262,7871641.4893617
411078.383038869,7871924.79409746
411078.383038869,7871924.79409746
410330.755426552,7871796.01921757
409969.831751641,7871744.50926561
409480.00676426,7871770.26424159
409583.127814235,7872182.34385724
409686.24886421,7872671.68840082
409712.029126704,7873264.05284832
409892.490964159,7873830.66231984
409995.612014134,7874268.49691146
409712.029126704,7874577.5566232
409119.083089349,7874938.12628689
NA,NA
437889.856032307,7858609.47151682
437657.833669864,7858583.71654084
437245.349469965,7859098.8160604
436910.206057547,7859845.71036376
436497.721857648,7860232.03500343
436214.138970217,7860257.78997941
436214.138970217,7860257.78997941
436007.896870268,7859897.22031572
436059.457395255,7859510.89567605
435363.390307925,7858609.47151682
434950.906108026,7858892.77625257
434950.906108026,7858892.77625257
434744.664008077,7858841.26630062
434538.421908127,7858480.69663692
434409.520595659,7857476.25257378
433971.256133266,7857089.92793411
NA,NA
433971.256133266,7857089.92793411
433893.915345785,7857836.82223747
434151.717970722,7859021.55113246
434461.081120646,7859639.67055594
NA,NA
530002.733922262,7882716.12903226
530080.074709742,7883153.96362389
529848.052347299,7883179.71859986
529848.052347299,7883179.71859986
529538.689197375,7882638.86410432
529358.227359919,7882613.10912835
528919.962897526,7883540.28826355
528894.182635033,7884132.65271105
528894.182635033,7884132.65271105
528378.577385159,7883694.81811942
528069.214235235,7883849.3479753
528533.258960121,7884699.26218257
528533.258960121,7884699.26218257
528971.523422514,7884673.50720659
529126.204997476,7884931.05696637
528997.303685008,7885549.17638984
529100.424734982,7885832.4811256
528662.160272590,7886733.90528483
528636.380010096,7887223.24982841
528636.380010096,7887223.24982841
527991.873447754,7887197.49485244
528146.555022716,7886630.88538092
527553.608985361,7885832.4811256
527115.344522968,7884905.3019904
526496.61822312,7884931.05696637
526496.61822312,7884931.05696637
526109.914285714,7884441.71242279
525723.210348309,7884776.5271105
525697.430085815,7885600.6863418
525671.649823321,7886296.0706932
525671.649823321,7886296.0706932
525104.48404846,7885858.23610158
524408.416961131,7885703.70624571
524408.416961131,7886038.52093343
525491.187985866,7887403.53466026
525826.331398284,7888227.69389156
525645.869560828,7888948.83321894
526522.398485613,7890468.37680165
526522.398485613,7891009.23129719
526883.322160525,7891472.82086479
526316.156385664,7891936.4104324
526316.156385664,7891936.4104324
