V1,V2
448330.862342251,7679638.14344544
448614.445229682,7681106.17707618
448330.862342251,7681415.23678792
448408.203129732,7682677.23061084
448124.620242302,7683630.16472203
448898.028117113,7684454.32395333
449387.853104493,7685226.97323267
449258.951792024,7685948.11256005
449516.754416961,7686385.94715168
449800.337304392,7686875.29169526
449671.435991923,7687467.65614276
450006.579404341,7688291.81537406
449671.435991923,7688858.42484557
450058.139929329,7689450.78929307
449697.216254417,7690274.94852437
450135.48071681,7692721.67124228
450754.207016658,7693597.34042553
451476.054366482,7694601.78448868
451450.274103988,7695271.4138641
452017.439878849,7695786.51338367
452687.726703685,7696172.83802334
452687.726703685,7697331.81194235
453461.134578496,7698902.86547701
453435.354316002,7699727.0247083
453100.210903584,7700731.46877145
453125.991166078,7701658.64790666
452352.583291267,7702405.54221002
452584.60565371,7702817.62182567
452352.583291267,7703513.00617708
452816.628016153,7704929.52985587
452842.408278647,7705058.30473576
453306.453003534,7706526.3383665
453873.618778395,7707891.35209334
454750.14770318,7708432.20658888
454879.049015649,7708973.06108442
454492.345078243,7710338.07481126
454750.14770318,7712372.71791352
455600.896365472,7713428.67192862
455059.510853104,7714664.91077557
454337.663503281,7716184.45435827
454621.246390712,7717060.12354152
455420.434528016,7717394.93822924
456967.250277638,7718425.13726836
458282.043664816,7719815.90597117
458307.823927309,7719867.41592313
458797.648914690,7721489.97940975
459571.0567895,7723112.54289636
459235.913377082,7725275.96087852
458978.110752145,7727259.09402883
458256.263402322,7728057.49828415
457637.537102473,7728212.02814001
456915.68975265,7728984.67741936
456606.326602726,7730117.89636239
456889.909490156,7730761.77076184
457817.998939929,7731482.91008922
458436.725239778,7732513.10912835
458900.769964664,7733697.83802334
459699.958101969,7734985.58682224
460421.805451792,7735680.97117364
462767.809338718,7736427.86547701
464546.647450782,7737226.26973233
466402.826350328,7738694.30336307
466737.969762746,7738926.09814688
466944.211862696,7739157.89293068
468207.444724886,7741244.0459849
470656.569661787,7744308.88812629
470682.34992428,7745107.2923816
470708.130186774,7745982.96156486
471378.41701161,7746755.6108442
472409.627511358,7747502.50514756
474910.312973246,7749820.45298559
476096.205047956,7751133.95676047
477050.074760222,7753091.3349348
477178.976072691,7754327.57378174
476869.612922766,7755666.8325326
476766.491872791,7756104.66712423
478107.065522463,7757006.09128346
478803.132609793,7758268.08510638
478828.912872287,7759813.38366507
487233.27844523,7762723.69595058
487852.004745078,7761332.92724777
488496.51130742,7760869.33768016
489141.017869763,7760817.8277282
489398.8204947,7761101.13246397
491100.317819283,7762054.06657515
493652.563806158,7762234.351407
494013.48748107,7761976.80164722
493575.223018677,7760714.8078243
493807.24538112,7759633.09883322
494142.388793538,7759221.01921757
494683.774305906,7759169.50926561
495947.007168097,7759427.05902539
496462.612417971,7759581.58888126
496926.657142857,7759736.11873713
497932.087380111,7759684.60878517
498679.714992428,7759298.2841455
499453.122867239,7758474.12491421
499865.607067138,7757701.47563487
500046.068904594,7757134.86616335
500896.817566885,7756490.9917639
501721.785966683,7756954.5813315
503088.139878849,7757392.41592313
505124.78061585,7759092.24433768
506078.650328117,7759839.13864104
507393.443715295,7760611.78792038
507728.587127713,7760740.56280027
509765.227864715,7761538.9670556
510564.416002019,7762466.1461908
509894.129177183,7764500.78929307
510048.810752145,7764861.35895676
510796.438364462,7765247.68359643
512394.814639071,7765556.74330817
513013.54093892,7765788.53809197
513761.168551237,7766586.94234729
513838.509338718,7766664.20727522
514508.796163554,7767539.87645848
516622.777688036,7769085.17501716
518917.221049975,7769523.00960878
519381.265774861,7769883.57927248
519974.211812216,7770759.24845573
520773.39994952,7773721.0706932
520850.740737001,7774004.37542896
521753.049924281,7775111.83939602
522758.480161535,7775446.65408373
524563.098536093,7775626.93891558
526754.420848057,7774957.30954015
527553.608985361,7774287.68016472
528584.819485108,7774442.21002059
533354.168046441,7776476.85312286
534230.696971227,7776914.68771448
535133.006158506,7777352.52230611
536267.337708228,7777610.07206589
536834.503483089,7777223.74742622
536834.503483089,7776373.83321894
536808.723220596,7774905.7995882
536937.624533064,7773077.19629375
537092.306108026,7771480.38778312
537865.713982837,7769316.96980096
539386.749469965,7766973.26698696
539438.309994952,7766896.00205903
540495.300757193,7765324.94852437
542480.380969207,7761693.49691146
545341.990106007,7758602.8997941
547687.993992933,7756568.25669183
551683.934679455,7753812.47426218
551864.39651691,7750181.02264928
554365.081978799,7747940.33973919
554777.566178698,7747141.93548387
582646.029934377,7734006.89773507
582800.711509339,7731740.459849
589219.996870267,7716081.43445436
589890.283695103,7714613.40082361
590431.669207471,7713119.61221688
591230.857344775,7711187.98901853
591385.538919738,7710492.60466712
590405.888944977,7708148.90185312
587234.916658253,7702070.7275223
586177.925896012,7700628.44886754
579268.815547703,7690893.06794784
576484.547198385,7687029.82155113
572101.902574457,7681209.1969801
572205.023624432,7681003.15717227
572359.705199394,7679148.79890185
572333.924936901,7677165.66575154
572333.924936901,7675594.61221688
572076.122311964,7673328.17433082
571973.001261989,7671654.10089224
571766.759162039,7669799.74262183
572256.58414942,7667404.52985587
572849.530186774,7665884.98627316
573958.081474003,7664236.66781057
576793.910348309,7662073.24982841
NA,NA
576793.910348309,7662073.24982841
577593.098485613,7661274.8455731
578443.847147905,7660759.74605353
580016.44316002,7660064.36170213
581021.873397274,7658364.53328758
581279.676022211,7657694.90391215
582826.491771832,7658905.38778312
583574.119384149,7659497.75223061
585842.782483594,7662588.34934798
587106.015345785,7664236.66781057
588987.974507824,7668460.48387097
589709.821857648,7669361.9080302
589838.723170116,7669542.19286205
590148.08632004,7673044.86959506
590148.08632004,7673199.39945093
591617.561282181,7676599.05628003
591591.781019687,7679380.59368565
592107.386269561,7682265.1509952
592055.825744573,7683398.36993823
591230.857344775,7683501.38984214
590998.834982332,7683810.44955388
590741.032357395,7684171.01921757
590947.274457345,7685175.46328071
591101.956032307,7686566.23198353
590895.713932357,7689038.70967742
591308.198132256,7690120.4186685
592365.188894498,7691021.84282773
594376.049369005,7691717.22717914
595871.30459364,7691742.98215511
596541.591418475,7691794.49210707
598011.066380616,7693185.26080988
598578.232155477,7693288.2807138
600460.191317516,7691871.757035
603141.33861686,7694086.68496911
604971.737253912,7696250.10295127
606441.212216052,7698336.25600549
606956.817465926,7699031.6403569
608348.951640586,7700679.95881949
608838.776627966,7701246.56829101
609302.821352852,7701735.91283459
610102.009490156,7702302.52230611
610720.735790005,7703229.70144132
611159.000252398,7703950.8407687
612396.452852095,7704388.67536033
613917.488339223,7704543.2052162
615876.788288743,7703770.55593686
616753.317213528,7703461.49622512
617836.088238264,7704337.16540837
618506.3750631,7704852.26492793
619692.267137809,7706397.56348662
620646.136850076,7708277.67673301
621935.14997476,7709436.65065202
622218.732862191,7710003.26012354
622631.21706209,7710750.1544269
622966.360474508,7712553.00274537
622760.118374558,7714407.36101579
623121.04204947,7715798.1297186
623275.723624432,7716467.75909403
624023.351236749,7717240.40837337
624719.418324079,7717678.242965
624770.978849066,7719017.50171585
624384.274911661,7720768.84008236
624178.032811711,7722545.93342485
623610.86703685,7724271.51681537
622966.360474508,7725585.02059025
622656.997324584,7726975.78929307
622579.656537102,7728340.8030199
622579.656537102,7728830.14756349
622579.656537102,7729036.18737131
622192.952599697,7729757.3266987
621290.643412418,7729731.57172272
620800.818425038,7729474.02196294
620465.67501262,7730993.56554564
620826.598687532,7731894.98970487
622115.611812216,7732873.67879204
624074.911761736,7732358.57927248
626781.839323574,7730220.9162663
629153.623472993,7728624.10775566
631035.582635033,7727233.33905285
632350.376022211,7725997.1002059
636758.800908632,7720408.27041867
638176.715345785,7719146.27659574
641321.907370015,7719429.5813315
643384.32836951,7719893.17089911
645163.166481575,7719584.11118737
649313.788743059,7719841.66094715
650705.922917718,7721155.16472203
652355.859717314,7722391.40356898
653387.070217062,7723524.62251201
653902.675466936,7725147.18599863
653825.334679455,7726203.14001373
653619.092579505,7728237.78311599
653515.97152953,7731302.62525738
652639.442604745,7733028.2086479
652510.541292277,7733723.59299931
652639.442604745,7736350.60054907
651273.08869258,7737277.77968428
650551.241342756,7738591.28345916
650370.7795053,7739621.48249828
650473.900555275,7740394.13177762
650809.043967693,7741733.39052848
648205.23745583,7747141.93548387
NA,NA
367715.981524483,7635185.05490734
368231.586774356,7635751.66437886
369004.994649167,7636395.53877831
369984.644623927,7637142.43308167
371170.536698637,7637477.24776939
372511.110348309,7637812.0624571
373929.024785462,7637477.24776939
375140.697122665,7636936.39327385
376481.270772337,7635931.9492107
378182.768096921,7634747.22031572
378672.593084301,7633691.26630062
379110.857546693,7632686.82223747
379446.000959111,7632377.76252574
380863.915396264,7631167.27865477
382024.027208480,7630034.05971174
383055.237708228,7629441.69526424
383931.766633013,7628359.98627316
385194.999495204,7626866.19766644
387747.24548208,7625372.40905971
390892.43750631,7623801.35552505
394166.530843009,7622333.3218943
396100.050530035,7621766.71242279
398910.099141847,7621071.32807138
400456.914891469,7620066.88400824
402777.138515901,7618547.34042553
404530.196365472,7617156.57172272
406051.2318526,7616023.35277968
406747.298939929,7615044.66369252
407958.971277133,7613396.34522992
408500.3567895,7612134.351407
409247.984401817,7611104.15236788
409583.127814235,7609816.40356898
409789.369914185,7608477.14481812
410047.172539122,7607962.04529856
410072.952801615,7607936.29032258
410304.975164059,7607652.98558682
411052.602776376,7607472.70075498
411980.692226148,7607395.43582704
412161.154063604,7607266.66094715
412393.176426047,7607575.72065889
412857.221150934,7608039.31022649
412908.781675921,7608116.57515443
413269.705350833,7609121.01921757
413295.485613327,7609919.42347289
413604.848763251,7610692.07275223
417575.009187279,7612984.26561428
NA,NA
576793.910348309,7662073.24982841
557432.933215548,7644843.1708991
559366.452902574,7642628.242965
560165.641039879,7641958.61358957
563697.537001514,7642757.01784489
567229.43296315,7642705.50789293
572437.045986875,7641495.02402196
569859.019737506,7628385.74124914
569420.755275114,7626222.32326699
563929.559363957,7613885.68977351
562073.380464412,7610125.46328071
559005.529227663,7604433.61358957
568673.127662797,7565157.27522306
591101.956032307,7555473.40425532
597314.999293286,7552563.0919698
600485.97158001,7546278.87783116
601156.258404846,7545995.5730954
601130.478142352,7545042.63898421
601439.841292277,7544347.25463281
602883.535991923,7541385.43239533
603218.679404341,7540458.25326012
604301.450429076,7538887.19972546
606673.234578496,7534174.03912148
608271.610853105,7530903.15717227
609663.745027764,7529332.10363761
613788.587026754,7521708.63074811
625338.144623927,7512024.75978037
627297.444573448,7510711.25600549
628509.116910651,7509912.85175017
628870.040585563,7508470.5730954
628612.237960626,7506255.64516129
627864.610348309,7502675.70350034
627735.70903584,7501851.54426905
627142.762998486,7498426.13246397
627013.861686017,7496571.77419355
626730.278798587,7493919.01166781
626575.597223624,7492116.16334935
626472.47617365,7491292.00411805
619537.585562847,7481839.92793411
616469.734326098,7477152.52230611
614226.851489147,7473289.2759094
613891.708076729,7472774.17638984
613659.685714286,7472336.34179822
613685.465976779,7471821.24227866
613917.488339223,7471434.91763898
614278.412014134,7470894.06314345
613994.829126704,7470378.96362389
613530.784401817,7470121.4138641
613118.300201918,7469760.84420041
612963.618626956,7469554.80439259
612628.475214538,7469683.57927248
612164.430489652,7469683.57927248
611803.50681474,7469374.51956074
611674.605502272,7468576.11530542
611597.26471479,7467932.24090597
611236.341039879,7467468.65133837
610488.713427562,7466902.04186685
609741.085815245,7466696.00205903
609457.502927814,7466464.20727522
609457.502927814,7465794.5778998
609560.623977789,7464764.37886067
593087.036244321,7435918.80576527
592622.991519435,7434940.1166781
591720.682332156,7433008.49347975
590560.57051994,7431102.62525738
589555.140282685,7429145.24708305
589039.535032812,7427342.39876458
588755.952145381,7425462.28551819
588807.512670369,7422371.68840082
589142.656082786,7420337.04529856
589761.382382635,7417632.77282086
590715.252094902,7415392.08991078
591411.319182231,7413692.26149623
591643.341544674,7412121.20796156
593087.036244321,7409932.03500343
594221.367794043,7407948.90185312
595201.017768804,7406197.56348662
599068.057142857,7400067.87920384
599867.245280161,7398548.33562114
601053.137354871,7396771.24227866
601903.886017163,7395406.22855182
603811.625441696,7392907.99588195
603012.437304392,7393345.83047358
604095.208329127,7391774.77693892
604533.472791519,7391002.12765957
604791.275416456,7390023.43857241
605306.88066633,7388787.19972546
605410.001716305,7388143.32532601
605770.925391217,7387602.47083047
606853.696415951,7386546.51681537
607266.18061585,7385825.37748799
608348.951640586,7383867.99931366
609328.601615346,7382451.47563487
610153.570015144,7381112.21688401
611958.188389702,7376733.87096774
NA,NA
NA,NA
